classe;annee;Code.département;Code.région;unité.de.compte;millPOP;millLOG;faits;POP;LOG;tauxpourmille
Vols avec armes;19;01;84;infraction;19;19;55;652432;321432,1284726467;0,08429997302400863
Vols avec armes;19;02;32;infraction;19;19;42;531345;266921,5132220472;0,07904468847923665
Vols avec armes;19;03;84;infraction;19;19;23;335975;208863,3718265888;0,06845747451447280
Vols avec armes;19;04;93;infraction;19;19;8;164308;129689,8413830429;0,04868904739878764
Vols avec armes;19;05;93;infraction;19;19;3;141220;137643,8620632826;0,02124344993626965
Vols avec armes;19;06;93;infraction;19;19;122;1094283;778290,8975421648;0,11148852719086379
Vols avec armes;19;07;84;infraction;19;19;10;328278;206435,4921199115;0,03046198648706280
Vols avec armes;19;08;44;infraction;19;19;12;270582;142983,2560523321;0,04434884803867219
Vols avec armes;19;09;76;infraction;19;19;3;153287;110526,3412082623;0,01957113127662489
Vols avec armes;19;10;44;infraction;19;19;21;310242;166101,3094395848;0,06768909431991800
Vols avec armes;19;11;76;infraction;19;19;21;374070;265167,0724040006;0,05613922527869115
Vols avec armes;19;12;76;infraction;19;19;3;279595;182768,5825983171;0,01072980561168834
Vols avec armes;19;13;93;infraction;19;19;735;2043110;1044973,1934433979;0,35974568182819333
Vols avec armes;19;14;28;infraction;19;19;36;694905;422081,6747303871;0,05180564249789540
Vols avec armes;19;15;84;infraction;19;19;9;144692;101952,5084288438;0,06220108921018438
Vols avec armes;19;16;75;infraction;19;19;13;352015;198920,3508472443;0,03693024444981038
Vols avec armes;19;17;75;infraction;19;19;35;651358;440935,1834808622;0,05373389134700119
Vols avec armes;19;18;24;infraction;19;19;15;302306;179429,7881204032;0,04961859837383313
Vols avec armes;19;19;75;infraction;19;19;4;240073;155041,4098328307;0,01666159876370937
Vols avec armes;19;21;27;infraction;19;19;49;534124;292479,3140696869;0,09173899693704084
Vols avec armes;19;22;53;infraction;19;19;20;600582;371643,4689064616;0,03330103133294039
Vols avec armes;19;23;75;infraction;19;19;3;116617;88645,6611885403;0,02572523731531423
Vols avec armes;19;24;75;infraction;19;19;17;413223;261103,9410417987;0,04114001398760476
Vols avec armes;19;25;27;infraction;19;19;78;543974;283778,1503868632;0,14338920610176220
Vols avec armes;19;26;84;infraction;19;19;50;516762;277777,4999397910;0,09675634044298922
Vols avec armes;19;27;28;infraction;19;19;47;599507;298148,4884765611;0,07839775015137439
Vols avec armes;19;28;24;infraction;19;19;32;431575;217440,1468355890;0,07414701963737473
Vols avec armes;19;29;53;infraction;19;19;45;915090;549039,4124658367;0,04917549093531784
Vols avec armes;19;2A;94;infraction;19;19;14;158507;122004,9509073546;0,08832417495757285
Vols avec armes;19;2B;94;infraction;19;19;11;181933;133540,2860155725;0,06046181836170458
Vols avec armes;19;30;76;infraction;19;19;71;748437;431683,7666527150;0,09486436400124526
Vols avec armes;19;31;76;infraction;19;19;170;1400039;740546,3106145477;0,12142518886973863
Vols avec armes;19;32;76;infraction;19;19;4;191377;111536,3158229997;0,02090115322112897
Vols avec armes;19;33;75;infraction;19;19;151;1623749;886985,6410525994;0,09299466851095828
Vols avec armes;19;34;76;infraction;19;19;183;1175623;739737,0587787455;0,15566214679365747
Vols avec armes;19;35;53;infraction;19;19;70;1079498;561342,9584425174;0,06484495571089524
Vols avec armes;19;36;24;infraction;19;19;6;219316;138826,2653380430;0,02735778511371719
Vols avec armes;19;37;24;infraction;19;19;52;610079;328095,2171131581;0,08523486302593598
Vols avec armes;19;38;84;infraction;19;19;189;1271166;659031,0021197813;0,14868239081284426
Vols avec armes;19;39;27;infraction;19;19;8;259199;150474,6629708734;0,03086431660615975
Vols avec armes;19;40;75;infraction;19;19;8;413690;262370,1956086583;0,01933815175614590
Vols avec armes;19;41;24;infraction;19;19;17;329470;185076,6261695145;0,05159802106413330
Vols avec armes;19;42;84;infraction;19;19;45;765634;401112,4058241813;0,05877481930008333
Vols avec armes;19;43;84;infraction;19;19;5;227570;143915,9554177205;0,02197126158984049
Vols avec armes;19;44;52;infraction;19;19;224;1429272;764010,3121662387;0,15672314297068718
Vols avec armes;19;45;24;infraction;19;19;50;680434;348976,7856755761;0,07348251263164392
Vols avec armes;19;46;76;infraction;19;19;7;174094;119498,6725786065;0,04020816340597608
Vols avec armes;19;47;75;infraction;19;19;14;331271;187058,2827196691;0,04226147172556608
Vols avec armes;19;48;76;infraction;19;19;4;76604;61546,9730550582;0,05221659443371103
Vols avec armes;19;49;52;infraction;19;19;45;818273;400508,0719193962;0,05499387123857197
Vols avec armes;19;50;28;infraction;19;19;12;495045;299656,0508518158;0,02424022058600733
Vols avec armes;19;51;44;infraction;19;19;58;566855;297287,7197338955;0,10231893517742632
Vols avec armes;19;52;44;infraction;19;19;5;172512;100381,7870297925;0,02898349100352439
Vols avec armes;19;53;52;infraction;19;19;4;307062;158082,6783178269;0,01302668516455960
Vols avec armes;19;54;44;infraction;19;19;39;733760;379680,0953990764;0,05315089402529437
Vols avec armes;19;55;44;infraction;19;19;11;184083;99833,5199932349;0,05975565369968982
Vols avec armes;19;56;53;infraction;19;19;29;759684;472749,2541604512;0,03817376698732631
Vols avec armes;19;57;44;infraction;19;19;54;1046543;523267,9684794000;0,05159845319303650
Vols avec armes;19;58;27;infraction;19;19;16;204452;141411,0811021280;0,07825797742257351
Vols avec armes;19;59;32;infraction;19;19;399;2608346;1232503,5343976966;0,15297050314643840
Vols avec armes;19;60;32;infraction;19;19;120;829419;378047,5856248154;0,14467958896528774
Vols avec armes;19;61;28;infraction;19;19;11;279942;165100,1364162854;0,03929385372684342
Vols avec armes;19;62;32;infraction;19;19;105;1465278;720800,3803319670;0,07165875690483307
Vols avec armes;19;63;84;infraction;19;19;48;662152;392037,6492376465;0,07249090843190084
Vols avec armes;19;64;75;infraction;19;19;25;682621;413357,3736455780;0,03662354366478617
Vols avec armes;19;65;76;infraction;19;19;15;229567;163633,5728100241;0,06534040171278974
Vols avec armes;19;66;76;infraction;19;19;47;479979;355661,2149789089;0,09792095070826015
Vols avec armes;19;67;44;infraction;19;19;71;1140057;567990,5867746151;0,06227758787499222
Vols avec armes;19;68;44;infraction;19;19;49;767086;382805,1550931876;0,06387810493217189
Vols avec armes;19;69;84;infraction;19;19;354;1875747;937543,8521661303;0,18872481203488531
Vols avec armes;19;70;27;infraction;19;19;8;235313;128450,4618081981;0,03399727171894455
Vols avec armes;19;71;27;infraction;19;19;22;551493;311965,8328076435;0,03989171213415220
Vols avec armes;19;72;52;infraction;19;19;66;566412;293560,7177051819;0,11652295502213937
Vols avec armes;19;73;84;infraction;19;19;20;436434;352253,6064167763;0,04582594389987948
Vols avec armes;19;74;84;infraction;19;19;37;826094;525403,9839474007;0,04478909179826993
Vols avec armes;19;75;11;infraction;19;19;819;2165423;1389374,6337050099;0,37821709661345615
Vols avec armes;19;76;28;infraction;19;19;106;1255633;649681,3823483759;0,08441957164235091
Vols avec armes;19;77;11;infraction;19;19;170;1421197;626435,4965606894;0,11961747737998321
Vols avec armes;19;78;11;infraction;19;19;127;1448207;649383,1908677135;0,08769464586209016
Vols avec armes;19;79;75;infraction;19;19;10;374878;195567,8712700703;0,02667534504558816
Vols avec armes;19;80;32;infraction;19;19;45;570559;303449,3472269715;0,07887002045362530
Vols avec armes;19;81;76;infraction;19;19;18;389844;214423,2162326813;0,04617231507987811
Vols avec armes;19;82;76;infraction;19;19;12;260669;133522,1659716523;0,04603539354507057
Vols avec armes;19;83;93;infraction;19;19;107;1076711;729223,0704028355;0,09937671297126156
Vols avec armes;19;84;93;infraction;19;19;52;561469;308504,9343352217;0,09261419597520076
Vols avec armes;19;85;52;infraction;19;19;19;685442;430814,5926666636;0,02771934022134623
Vols avec armes;19;86;75;infraction;19;19;24;438435;242906,8743494585;0,05474015532519073
Vols avec armes;19;87;75;infraction;19;19;18;372359;221193,7125815323;0,04834044564519724
Vols avec armes;19;88;44;infraction;19;19;18;364499;214287,2143664109;0,04938285153045687
Vols avec armes;19;89;27;infraction;19;19;25;335707;197717,8917909644;0,07446970125734644
Vols avec armes;19;90;27;infraction;19;19;15;141318;73180,3943601333;0,10614359104997240
Vols avec armes;19;91;11;infraction;19;19;137;1301659;570417,1698815671;0,10525029980970439
Vols avec armes;19;92;11;infraction;19;19;200;1624357;807711,2120271709;0,12312564294671675
Vols avec armes;19;93;11;infraction;19;19;525;1644903;687238,4015345149;0,31916775639657780
Vols avec armes;19;94;11;infraction;19;19;288;1407124;647289,0590095351;0,20467279358464499
Vols avec armes;19;95;11;infraction;19;19;265;1249674;517062,6726361971;0,21205530402328926
Vols avec armes;19;971;01;infraction;19;19;446;384239;231840,4543966618;1,16073589614797057
Vols avec armes;19;972;02;infraction;19;19;227;364508;214787,6095071035;0,62275725086966538
Vols avec armes;19;973;03;infraction;19;19;694;281678;94768,3687968868;2,46380619004679113
Vols avec armes;19;974;04;infraction;19;19;62;861210;383878,0016751974;0,07199173256232511
Vols avec armes;19;976;06;infraction;17;17;291;256518;73880,0000000000;1,13442331532290130
Vols avec armes;20;01;84;infraction;20;19;44;657856;321432,1284726467;0,06688393812627687
Vols avec armes;20;02;32;infraction;20;19;36;529374;266921,5132220472;0,06800485101270558
Vols avec armes;20;03;84;infraction;20;19;30;335628;208863,3718265888;0,08938467589116522
Vols avec armes;20;04;93;infraction;20;19;6;165451;129689,8413830429;0,03626451336045113
Vols avec armes;20;05;93;infraction;20;19;6;140605;137643,8620632826;0,04267273567796309
Vols avec armes;20;06;93;infraction;20;19;90;1097410;778290,8975421648;0,08201128110733454
Vols avec armes;20;07;84;infraction;20;19;10;329325;206435,4921199115;0,03036514081834054
Vols avec armes;20;08;44;infraction;20;19;6;269701;142983,2560523321;0,02224685855818110
Vols avec armes;20;09;76;infraction;20;19;3;153954;110526,3412082623;0,01948634007560700
Vols avec armes;20;10;44;infraction;20;19;25;311435;166101,3094395848;0,08027357233451603
Vols avec armes;20;11;76;infraction;20;19;31;375217;265167,0724040006;0,08261885788756906
Vols avec armes;20;12;76;infraction;20;19;4;279554;182768,5825983171;0,01430850569120814
Vols avec armes;20;13;93;infraction;20;19;667;2048070;1044973,1934433979;0,32567246236700892
Vols avec armes;20;14;28;infraction;20;19;23;697547;422081,6747303871;0,03297268857869076
Vols avec armes;20;15;84;infraction;20;19;3;144379;101952,5084288438;0,02077864509381558
Vols avec armes;20;16;75;infraction;20;19;14;351718;198920,3508472443;0,03980461619820425
Vols avec armes;20;17;75;infraction;20;19;49;655709;440935,1834808622;0,07472827123007310
Vols avec armes;20;18;24;infraction;20;19;7;300933;179429,7881204032;0,02326099164930400
Vols avec armes;20;19;75;infraction;20;19;9;239190;155041,4098328307;0,03762699109494544
Vols avec armes;20;21;27;infraction;20;19;27;535078;292479,3140696869;0,05045993294435577
Vols avec armes;20;22;53;infraction;20;19;31;603640;371643,4689064616;0,05135511231860049
Vols avec armes;20;23;75;infraction;20;19;0;115995;88645,6611885403;0,00000000000000000
Vols avec armes;20;24;75;infraction;20;19;8;412807;261103,9410417987;0,01937951633572105
Vols avec armes;20;25;27;infraction;20;19;76;545209;283778,1503868632;0,13939608480417601
Vols avec armes;20;26;84;infraction;20;19;40;517709;277777,4999397910;0,07726348199471131
Vols avec armes;20;27;28;infraction;20;19;47;599668;298148,4884765611;0,07837670177498215
Vols avec armes;20;28;24;infraction;20;19;22;431443;217440,1468355890;0,05099167213281940
Vols avec armes;20;29;53;infraction;20;19;51;917179;549039,4124658367;0,05560528533688625
Vols avec armes;20;2A;94;infraction;20;19;4;160814;122004,9509073546;0,02487345629111893
Vols avec armes;20;2B;94;infraction;20;19;6;182887;133540,2860155725;0,03280714320864796
Vols avec armes;20;30;76;infraction;20;19;62;751457;431683,7666527150;0,08250638426416948
Vols avec armes;20;31;76;infraction;20;19;169;1415757;740546,3106145477;0,11937076772355708
Vols avec armes;20;32;76;infraction;20;19;10;191819;111536,3158229997;0,05213247905577655
Vols avec armes;20;33;75;infraction;20;19;228;1636391;886985,6410525994;0,13933100340933188
Vols avec armes;20;34;76;infraction;20;19;228;1188973;739737,0587787455;0,19176213421162636
Vols avec armes;20;35;53;infraction;20;19;88;1088855;561342,9584425174;0,08081884181089311
Vols avec armes;20;36;24;infraction;20;19;5;218707;138826,2653380430;0,02286163680174846
Vols avec armes;20;37;24;infraction;20;19;56;612119;328095,2171131581;0,09148547913069191
Vols avec armes;20;38;84;infraction;20;19;167;1277513;659031,0021197813;0,13072274019912125
Vols avec armes;20;39;27;infraction;20;19;5;258798;150474,6629708734;0,01932008748135611
Vols avec armes;20;40;75;infraction;20;19;6;418122;262370,1956086583;0,01434987874352462
Vols avec armes;20;41;24;infraction;20;19;19;329357;185076,6261695145;0,05768816208551814
Vols avec armes;20;42;84;infraction;20;19;66;768508;401112,4058241813;0,08588069349961223
Vols avec armes;20;43;84;infraction;20;19;8;227489;143915,9554177205;0,03516653552479460
Vols avec armes;20;44;52;infraction;20;19;197;1445171;764010,3121662387;0,13631604841226402
Vols avec armes;20;45;24;infraction;20;19;50;682304;348976,7856755761;0,07328111809398744
Vols avec armes;20;46;76;infraction;20;19;3;174670;119498,6725786065;0,01717524474723765
Vols avec armes;20;47;75;infraction;20;19;5;330844;187058,2827196691;0,01511286285983727
Vols avec armes;20;48;76;infraction;20;19;1;76633;61546,9730550582;0,01304920856550050
Vols avec armes;20;49;52;infraction;20;19;40;820713;400508,0719193962;0,04873810942436637
Vols avec armes;20;50;28;infraction;20;19;6;495093;299656,0508518158;0,01211893523035066
Vols avec armes;20;51;44;infraction;20;19;33;566659;297287,7197338955;0,05823608201758024
Vols avec armes;20;52;44;infraction;20;19;2;171798;100381,7870297925;0,01164157906378421
Vols avec armes;20;53;52;infraction;20;19;14;306538;158082,6783178269;0,04567133601706803
Vols avec armes;20;54;44;infraction;20;19;44;732590;379680,0953990764;0,06006087989189042
Vols avec armes;20;55;44;infraction;20;19;9;183001;99833,5199932349;0,04918005912535997
Vols avec armes;20;56;53;infraction;20;19;15;764161;472749,2541604512;0,01962937129740984
Vols avec armes;20;57;44;infraction;20;19;58;1049155;523267,9684794000;0,05528258455614280
Vols avec armes;20;58;27;infraction;20;19;6;202670;141411,0811021280;0,02960477623723294
Vols avec armes;20;59;32;infraction;20;19;299;2607746;1232503,5343976966;0,11465840614845157
Vols avec armes;20;60;32;infraction;20;19;87;829699;378047,5856248154;0,10485730367277772
Vols avec armes;20;61;28;infraction;20;19;5;278475;165100,1364162854;0,01795493311787413
Vols avec armes;20;62;32;infraction;20;19;90;1462167;720800,3803319670;0,06155247656389454
Vols avec armes;20;63;84;infraction;20;19;27;661852;392037,6492376465;0,04079461873651511
Vols avec armes;20;64;75;infraction;20;19;25;687240;413357,3736455780;0,03637739363250102
Vols avec armes;20;65;76;infraction;20;19;6;229788;163633,5728100241;0,02611102407436420
Vols avec armes;20;66;76;infraction;20;19;63;482765;355661,2149789089;0,13049827555850155
Vols avec armes;20;67;44;infraction;20;19;79;1148073;567990,5867746151;0,06881095540091964
Vols avec armes;20;68;44;infraction;20;19;32;767842;382805,1550931876;0,04167524047916107
Vols avec armes;20;69;84;infraction;20;19;338;1883437;937543,8521661303;0,17945914835484275
Vols avec armes;20;70;27;infraction;20;19;10;234601;128450,4618081981;0,04262556425590684
Vols avec armes;20;71;27;infraction;20;19;18;551063;311965,8328076435;0,03266414184948000
Vols avec armes;20;72;52;infraction;20;19;42;566993;293560,7177051819;0,07407498858010593
Vols avec armes;20;73;84;infraction;20;19;20;439750;352253,6064167763;0,04548038658328596
Vols avec armes;20;74;84;infraction;20;19;50;835206;525403,9839474007;0,05986547031510789
Vols avec armes;20;75;11;infraction;20;19;594;2145906;1389374,6337050099;0,27680616019527415
Vols avec armes;20;76;28;infraction;20;19;111;1254739;649681,3823483759;0,08846461295934852
Vols avec armes;20;77;11;infraction;20;19;160;1428636;626435,4965606894;0,11199493782881013
Vols avec armes;20;78;11;infraction;20;19;127;1449723;649383,1908677135;0,08760294207927997
Vols avec armes;20;79;75;infraction;20;19;21;374481;195567,8712700703;0,05607761141419725
Vols avec armes;20;80;32;infraction;20;19;38;568748;303449,3472269715;0,06681342176148312
Vols avec armes;20;81;76;infraction;20;19;16;391066;214423,2162326813;0,04091380994512436
Vols avec armes;20;82;76;infraction;20;19;15;262316;133522,1659716523;0,05718293966056207
Vols avec armes;20;83;93;infraction;20;19;103;1085189;729223,0704028355;0,09491434210999190
Vols avec armes;20;84;93;infraction;20;19;41;561941;308504,9343352217;0,07296139630317061
Vols avec armes;20;85;52;infraction;20;19;14;692705;430814,5926666636;0,02021062356991793
Vols avec armes;20;86;75;infraction;20;19;21;439332;242906,8743494585;0,04779984157766792
Vols avec armes;20;87;75;infraction;20;19;17;372123;221193,7125815323;0,04568381959728370
Vols avec armes;20;88;44;infraction;20;19;14;362397;214287,2143664109;0,03863166637692917
Vols avec armes;20;89;27;infraction;20;19;14;334156;197717,8917909644;0,04189659919319121
Vols avec armes;20;90;27;infraction;20;19;8;140120;73180,3943601333;0,05709391949757351
Vols avec armes;20;91;11;infraction;20;19;156;1306118;570417,1698815671;0,11943790683537016
Vols avec armes;20;92;11;infraction;20;19;180;1626213;807711,2120271709;0,11068660747392869
Vols avec armes;20;93;11;infraction;20;19;554;1655422;687238,4015345149;0,33465786971539579
Vols avec armes;20;94;11;infraction;20;19;282;1407972;647289,0590095351;0,20028807391056072
Vols avec armes;20;95;11;infraction;20;19;238;1251804;517062,6726361971;0,19012561071861092
Vols avec armes;20;971;01;infraction;20;19;306;383559;231840,4543966618;0,79779121334657765
Vols avec armes;20;972;02;infraction;20;19;236;361225;214787,6095071035;0,65333241054744273
Vols avec armes;20;973;03;infraction;20;19;711;285133;94768,3687968868;2,49357317462377237
Vols avec armes;20;974;04;infraction;20;19;43;863083;383878,0016751974;0,04982139608820936
Vols avec armes;20;976;06;infraction;17;17;481;256518;73880,0000000000;1,87511207790486445
Vols avec armes;21;01;84;infraction;20;19;24;657856;321432,1284726467;0,03648214806887829
Vols avec armes;21;02;32;infraction;20;19;30;529374;266921,5132220472;0,05667070917725465
Vols avec armes;21;03;84;infraction;20;19;18;335628;208863,3718265888;0,05363080553469913
Vols avec armes;21;04;93;infraction;20;19;10;165451;129689,8413830429;0,06044085560075189
Vols avec armes;21;05;93;infraction;20;19;4;140605;137643,8620632826;0,02844849045197539
Vols avec armes;21;06;93;infraction;20;19;129;1097410;778290,8975421648;0,11754950292051285
Vols avec armes;21;07;84;infraction;20;19;16;329325;206435,4921199115;0,04858422530934487
Vols avec armes;21;08;44;infraction;20;19;9;269701;142983,2560523321;0,03337028783727165
Vols avec armes;21;09;76;infraction;20;19;0;153954;110526,3412082623;0,00000000000000000
Vols avec armes;21;10;44;infraction;20;19;26;311435;166101,3094395848;0,08348451522789667
Vols avec armes;21;11;76;infraction;20;19;23;375217;265167,0724040006;0,06129786230368028
Vols avec armes;21;12;76;infraction;20;19;1;279554;182768,5825983171;0,00357712642280203
Vols avec armes;21;13;93;infraction;20;19;594;2048070;1044973,1934433979;0,29002914939430779
Vols avec armes;21;14;28;infraction;20;19;29;697547;422081,6747303871;0,04157425951226226
Vols avec armes;21;15;84;infraction;20;19;2;144379;101952,5084288438;0,01385243006254372
Vols avec armes;21;16;75;infraction;20;19;19;351718;198920,3508472443;0,05402055055470575
Vols avec armes;21;17;75;infraction;20;19;34;655709;440935,1834808622;0,05185226983311195
Vols avec armes;21;18;24;infraction;20;19;8;300933;179429,7881204032;0,02658399045634743
Vols avec armes;21;19;75;infraction;20;19;7;239190;155041,4098328307;0,02926543751829090
Vols avec armes;21;21;27;infraction;20;19;47;535078;292479,3140696869;0,08783766105128599
Vols avec armes;21;22;53;infraction;20;19;18;603640;371643,4689064616;0,02981909747531641
Vols avec armes;21;23;75;infraction;20;19;0;115995;88645,6611885403;0,00000000000000000
Vols avec armes;21;24;75;infraction;20;19;13;412807;261103,9410417987;0,03149171404554671
Vols avec armes;21;25;27;infraction;20;19;62;545209;283778,1503868632;0,11371785865603833
Vols avec armes;21;26;84;infraction;20;19;38;517709;277777,4999397910;0,07340030789497574
Vols avec armes;21;27;28;infraction;20;19;33;599668;298148,4884765611;0,05503045018243428
Vols avec armes;21;28;24;infraction;20;19;15;431443;217440,1468355890;0,03476704918146777
Vols avec armes;21;29;53;infraction;20;19;41;917179;549039,4124658367;0,04470228821200660
Vols avec armes;21;2A;94;infraction;20;19;9;160814;122004,9509073546;0,05596527665501760
Vols avec armes;21;2B;94;infraction;20;19;7;182887;133540,2860155725;0,03827500041008929
Vols avec armes;21;30;76;infraction;20;19;55;751457;431683,7666527150;0,07319114733111809
Vols avec armes;21;31;76;infraction;20;19;162;1415757;740546,3106145477;0,11442641639772928
Vols avec armes;21;32;76;infraction;20;19;5;191819;111536,3158229997;0,02606623952788827
Vols avec armes;21;33;75;infraction;20;19;179;1636391;886985,6410525994;0,10938705969416844
Vols avec armes;21;34;76;infraction;20;19;154;1188973;739737,0587787455;0,12952354679206340
Vols avec armes;21;35;53;infraction;20;19;76;1088855;561342,9584425174;0,06979809065486223
Vols avec armes;21;36;24;infraction;20;19;3;218707;138826,2653380430;0,01371698208104907
Vols avec armes;21;37;24;infraction;20;19;70;612119;328095,2171131581;0,11435684891336488
Vols avec armes;21;38;84;infraction;20;19;165;1277513;659031,0021197813;0,12915719840032938
Vols avec armes;21;39;27;infraction;20;19;5;258798;150474,6629708734;0,01932008748135611
Vols avec armes;21;40;75;infraction;20;19;5;418122;262370,1956086583;0,01195823228627052
Vols avec armes;21;41;24;infraction;20;19;18;329357;185076,6261695145;0,05465194302838561
Vols avec armes;21;42;84;infraction;20;19;70;768508;401112,4058241813;0,09108558401474025
Vols avec armes;21;43;84;infraction;20;19;6;227489;143915,9554177205;0,02637490164359595
Vols avec armes;21;44;52;infraction;20;19;199;1445171;764010,3121662387;0,13769996768548495
Vols avec armes;21;45;24;infraction;20;19;50;682304;348976,7856755761;0,07328111809398744
Vols avec armes;21;46;76;infraction;20;19;2;174670;119498,6725786065;0,01145016316482510
Vols avec armes;21;47;75;infraction;20;19;20;330844;187058,2827196691;0,06045145143934906
Vols avec armes;21;48;76;infraction;20;19;0;76633;61546,9730550582;0,00000000000000000
Vols avec armes;21;49;52;infraction;20;19;33;820713;400508,0719193962;0,04020894027510226
Vols avec armes;21;50;28;infraction;20;19;13;495093;299656,0508518158;0,02625769299909310
Vols avec armes;21;51;44;infraction;20;19;47;566659;297287,7197338955;0,08294229863109913
Vols avec armes;21;52;44;infraction;20;19;5;171798;100381,7870297925;0,02910394765946053
Vols avec armes;21;53;52;infraction;20;19;9;306538;158082,6783178269;0,02936014458240088
Vols avec armes;21;54;44;infraction;20;19;47;732590;379680,0953990764;0,06415593988451930
Vols avec armes;21;55;44;infraction;20;19;6;183001;99833,5199932349;0,03278670608357331
Vols avec armes;21;56;53;infraction;20;19;24;764161;472749,2541604512;0,03140699407585574
Vols avec armes;21;57;44;infraction;20;19;40;1049155;523267,9684794000;0,03812592038354676
Vols avec armes;21;58;27;infraction;20;19;11;202670;141411,0811021280;0,05427542310159372
Vols avec armes;21;59;32;infraction;20;19;282;2607746;1232503,5343976966;0,10813936633399111
Vols avec armes;21;60;32;infraction;20;19;74;829699;378047,5856248154;0,08918897094006381
Vols avec armes;21;61;28;infraction;20;19;6;278475;165100,1364162854;0,02154591974144896
Vols avec armes;21;62;32;infraction;20;19;67;1462167;720800,3803319670;0,04582239921978817
Vols avec armes;21;63;84;infraction;20;19;35;661852;392037,6492376465;0,05288191317696404
Vols avec armes;21;64;75;infraction;20;19;20;687240;413357,3736455780;0,02910191490600082
Vols avec armes;21;65;76;infraction;20;19;3;229788;163633,5728100241;0,01305551203718210
Vols avec armes;21;66;76;infraction;20;19;52;482765;355661,2149789089;0,10771286236574731
Vols avec armes;21;67;44;infraction;20;19;65;1148073;567990,5867746151;0,05661660887417438
Vols avec armes;21;68;44;infraction;20;19;37;767842;382805,1550931876;0,04818699680402999
Vols avec armes;21;69;84;infraction;20;19;331;1883437;937543,8521661303;0,17574253877352944
Vols avec armes;21;70;27;infraction;20;19;7;234601;128450,4618081981;0,02983789497913479
Vols avec armes;21;71;27;infraction;20;19;17;551063;311965,8328076435;0,03084946730228667
Vols avec armes;21;72;52;infraction;20;19;48;566993;293560,7177051819;0,08465712980583535
Vols avec armes;21;73;84;infraction;20;19;17;439750;352253,6064167763;0,03865832859579307
Vols avec armes;21;74;84;infraction;20;19;40;835206;525403,9839474007;0,04789237625208631
Vols avec armes;21;75;11;infraction;20;19;535;2145906;1389374,6337050099;0,24931194563042369
Vols avec armes;21;76;28;infraction;20;19;118;1254739;649681,3823483759;0,09404346242525338
Vols avec armes;21;77;11;infraction;20;19;173;1428636;626435,4965606894;0,12109452652740096
Vols avec armes;21;78;11;infraction;20;19;92;1449723;649383,1908677135;0,06346039898656503
Vols avec armes;21;79;75;infraction;20;19;19;374481;195567,8712700703;0,05073688651760704
Vols avec armes;21;80;32;infraction;20;19;38;568748;303449,3472269715;0,06681342176148312
Vols avec armes;21;81;76;infraction;20;19;13;391066;214423,2162326813;0,03324247058041353
Vols avec armes;21;82;76;infraction;20;19;12;262316;133522,1659716523;0,04574635172844965
Vols avec armes;21;83;93;infraction;20;19;82;1085189;729223,0704028355;0,07556287430115860
Vols avec armes;21;84;93;infraction;20;19;55;561941;308504,9343352217;0,09787504382132645
Vols avec armes;21;85;52;infraction;20;19;22;692705;430814,5926666636;0,03175955132415675
Vols avec armes;21;86;75;infraction;20;19;27;439332;242906,8743494585;0,06145693917128732
Vols avec armes;21;87;75;infraction;20;19;26;372123;221193,7125815323;0,06986937114878683
Vols avec armes;21;88;44;infraction;20;19;9;362397;214287,2143664109;0,02483464267088304
Vols avec armes;21;89;27;infraction;20;19;25;334156;197717,8917909644;0,07481535570212715
Vols avec armes;21;90;27;infraction;20;19;6;140120;73180,3943601333;0,04282043962318013
Vols avec armes;21;91;11;infraction;20;19;166;1306118;570417,1698815671;0,12709418291456054
Vols avec armes;21;92;11;infraction;20;19;155;1626213;807711,2120271709;0,09531346754699414
Vols avec armes;21;93;11;infraction;20;19;481;1655422;687238,4015345149;0,29056035258683288
Vols avec armes;21;94;11;infraction;20;19;247;1407972;647289,0590095351;0,17542962502095213
Vols avec armes;21;95;11;infraction;20;19;224;1251804;517062,6726361971;0,17894175126457498
Vols avec armes;21;971;01;infraction;20;19;278;383559;231840,4543966618;0,72479071016453800
Vols avec armes;21;972;02;infraction;20;19;242;361225;214787,6095071035;0,66994255657830992
Vols avec armes;21;973;03;infraction;20;19;1005;285133;94768,3687968868;3,52467094303360184
Vols avec armes;21;974;04;infraction;20;19;51;863083;383878,0016751974;0,05909049303485296
Vols avec armes;21;976;06;infraction;17;17;527;256518;73880,0000000000;2,05443672568786573
Vols avec armes;22;01;84;infraction;20;19;35;657856;321432,1284726467;0,05320313260044751
Vols avec armes;22;02;32;infraction;20;19;26;529374;266921,5132220472;0,04911461462028736
Vols avec armes;22;03;84;infraction;20;19;13;335628;208863,3718265888;0,03873335955283826
Vols avec armes;22;04;93;infraction;20;19;10;165451;129689,8413830429;0,06044085560075189
Vols avec armes;22;05;93;infraction;20;19;2;140605;137643,8620632826;0,01422424522598770
Vols avec armes;22;06;93;infraction;20;19;125;1097410;778290,8975421648;0,11390455709352020
Vols avec armes;22;07;84;infraction;20;19;20;329325;206435,4921199115;0,06073028163668109
Vols avec armes;22;08;44;infraction;20;19;5;269701;142983,2560523321;0,01853904879848425
Vols avec armes;22;09;76;infraction;20;19;6;153954;110526,3412082623;0,03897268015121400
Vols avec armes;22;10;44;infraction;20;19;21;311435;166101,3094395848;0,06742980076099346
Vols avec armes;22;11;76;infraction;20;19;24;375217;265167,0724040006;0,06396298675166637
Vols avec armes;22;12;76;infraction;20;19;7;279554;182768,5825983171;0,02503988495961424
